Ensembl Gene ID	Chromosome Name	Gene Start (bp)	Gene End (bp)
AGAP013429	1	12982942	12985117
AGAP001966	1	12979692	12982136
AGAP001965	1	12976761	12978999
AGAP013403	1	12974188	12976519
AGAP001962	1	12913821	12937345
AGAP001960	1	12866128	12869332
AGAP001958	1	12836580	12840281
AGAP013106	1	12806068	12806668
AGAP001956	1	12803734	12805105
AGAP001954	1	12797646	12801508
AGAP001952	1	12780685	12782505
AGAP001951	1	12778938	12780479
AGAP001949	1	12768695	12774338
AGAP001972	1	12999648	13001649
AGAP001973	1	13002445	13003902
AGAP001976	1	13018942	13020014
AGAP001978	1	13020732	13042812
AGAP001984	1	13150830	13154837
AGAP001986	1	13187296	13208622
AGAP001988	1	13208876	13209948
AGAP001989	1	13210284	13211226
AGAP013039	1	13212099	13237341
AGAP001993	1	13234706	13237607
AGAP001990	1	13215618	13216977
AGAP001987	1	13195029	13197722
AGAP001985	1	13156100	13179478
AGAP013533	1	13138062	13145420
AGAP001983	1	13133425	13135790
AGAP013061	1	13124404	13130560
AGAP001982	1	13117589	13119875
AGAP001981	1	13098151	13110036
AGAP001980	1	13087482	13092836
AGAP001979	1	13047591	13056621
AGAP001975	1	13017723	13018831
AGAP013031	1	13015133	13016833
AGAP001974	1	13003896	13014280
AGAP001991	1	13218896	13220072
AGAP001994	1	13315691	13318196
AGAP001996	1	13319935	13320974
AGAP001999	1	13353615	13360847
AGAP002002	1	13400735	13403075
AGAP012983	1	13403558	13404480
AGAP002004	1	13406060	13409137
AGAP002003	1	13404099	13405629
AGAP002000	1	13365918	13368708
AGAP001998	1	13322900	13323616
AGAP001997	1	13321240	13322751
AGAP001995	1	13318400	13319597
AGAP013300	1	13468962	13469764
AGAP002005	1	13533900	13535451
AGAP002007	1	13729816	13733053
AGAP002006	1	13550738	13556563
AGAP002008	1	13835946	13837677
AGAP002009	1	13875376	13889539
AGAP002010	1	13889942	13891213
AGAP002011	1	13892544	13895367
AGAP002012	1	13898544	13921949
AGAP012959	1	13903603	13903959
AGAP013169	1	13905255	13905539
AGAP002013	1	13927785	13932101
AGAP002015	1	13936707	13956091
AGAP002016	1	13956326	13958362
AGAP002018	1	13961511	13971752
AGAP013249	1	13963932	13969163
AGAP002017	1	13958288	13960286
AGAP002014	1	13932762	13935504
AGAP013483	1	13919667	13919951
AGAP013072	1	13918168	13918524
AGAP013438	1	13916472	13916828
AGAP013531	1	13914809	13915165
AGAP013295	1	13910045	13910401
AGAP013325	1	13908144	13908500
AGAP013098	1	13906448	13906804
AGAP002021	1	14014496	14021640
AGAP013079	1	14026744	14028634
AGAP002023	1	14045793	14048939
AGAP002025	1	14069095	14069749
AGAP002026	1	14072673	14074022
AGAP002030	1	14084580	14097200
AGAP002033	1	14100293	14102366
AGAP002036	1	14119307	14124417
AGAP013178	1	14204097	14210392
AGAP002039	1	14217622	14219247
AGAP002038	1	14126285	14129473
AGAP002037	1	14116061	14117553
AGAP002035	1	14110610	14115743
AGAP002032	1	14098486	14109460
AGAP002028	1	14075794	14083763
AGAP002024	1	14051081	14067777
AGAP002022	1	14023310	14025269
AGAP002020	1	14012136	14013188
AGAP002019	1	14010285	14011960
AGAP002040	1	14293693	14299822
AGAP002043	1	14412816	14414564
AGAP002044	1	14476578	14477808
AGAP002045	1	14483175	14484547
AGAP002046	1	14488896	14490269
AGAP002041	1	14312602	14358238
AGAP002047	1	14526243	14530988
AGAP002051	1	14587908	14601133
AGAP013384	1	14594363	14599714
AGAP002052	1	14647188	14654837
AGAP002053	1	14656432	14657743
AGAP002055	1	14678933	14682243
AGAP002056	1	14682871	14686149
AGAP002058	1	14686567	14689309
AGAP002059	1	14690347	14693835
AGAP002061	1	14715993	14717461
AGAP002063	1	14719716	14721808
AGAP002065	1	14723265	14724907
AGAP002067	1	14728819	14731287
AGAP002069	1	14743717	14746013
AGAP002068	1	14731223	14737475
AGAP002066	1	14726797	14727957
AGAP002064	1	14721721	14723114
AGAP002062	1	14717531	14718676
AGAP002060	1	14694682	14701678
AGAP002054	1	14659703	14675948
AGAP002050	1	14555416	14560541
AGAP002049	1	14551198	14552501
AGAP012962	1	14549398	14550073
AGAP013036	1	14545715	14546833
AGAP013427	1	14543816	14544721
AGAP002048	1	14533618	14540779
AGAP002070	1	14780225	14781463
AGAP002071	1	14793430	14799403
AGAP013165	1	14820874	14822294
AGAP002075	1	14823864	14826298
AGAP002076	1	14826967	14831432
AGAP002078	1	14833742	14834389
AGAP002081	1	14897832	14903827
AGAP002082	1	14906493	14936783
AGAP002080	1	14887448	14895033
AGAP002079	1	14838995	14853390
AGAP002077	1	14831780	14833467
AGAP002074	1	14821998	14823625
AGAP002073	1	14818976	14820756
AGAP002072	1	14800490	14813625
AGAP002084	1	15117639	15128102
AGAP002085	1	15137115	15143746
AGAP013167	1	15145588	15147333
AGAP002088	1	15155209	15156993
AGAP002090	1	15199183	15211996
AGAP002092	1	15231602	15232478
AGAP002091	1	15221488	15227114
AGAP002089	1	15157931	15160536
AGAP002087	1	15154350	15154869
AGAP002086	1	15148369	15153499
AGAP001205	1	1501390	1514018
AGAP001207	1	1560058	1564399
AGAP001208	1	1564839	1569129
AGAP001211	1	1585468	1589997
AGAP001212	1	1593354	1595399
AGAP001213	1	1599878	1603974
AGAP001214	1	1605327	1606439
AGAP013543	1	1611163	1611839
AGAP001219	1	1621913	1624294
AGAP001222	1	1635844	1637291
AGAP013048	1	1637107	1637388
AGAP001224	1	1639768	1641840
AGAP001227	1	1648880	1652299
AGAP001229	1	1653342	1658336
AGAP001232	1	1745953	1747762
AGAP013012	1	1663908	1735427
AGAP001233	1	1747738	1749534
AGAP001231	1	1730409	1745786
AGAP001228	1	1652312	1652910
AGAP001226	1	1647691	1648722
AGAP001225	1	1642948	1646465
AGAP001223	1	1637507	1639524
AGAP001220	1	1625814	1635009
AGAP001218	1	1617935	1620320
AGAP001217	1	1615070	1616976
AGAP001215	1	1608204	1613085
AGAP013011	1	1590486	1592093
AGAP001209	1	1570811	1583778
AGAP013518	1	1560741	1562260
AGAP001206	1	1527421	1529058
AGAP002093	1	15233478	15252328
AGAP002097	1	15327135	15329582
AGAP002100	1	15333741	15336896
AGAP002101	1	15427379	15431581
AGAP002102	1	15435563	15437494
AGAP002099	1	15331451	15333246
AGAP002095	1	15296631	15326760
AGAP013535	1	15271965	15274670
AGAP002094	1	15257859	15262080
AGAP002098	1	15329623	15329982
AGAP013330	1	15342471	15343049
AGAP002104	1	15517130	15570258
AGAP002108	1	15705487	15706852
AGAP002105	1	15665440	15666091
AGAP013041	1	15675085	15675927
AGAP002110	1	15742126	15743771
AGAP002109	1	15711958	15737190
AGAP002107	1	15703514	15704615
AGAP002106	1	15698397	15701879
AGAP002111	1	15751132	15752827
AGAP002113	1	15755287	15758115
AGAP002117	1	15977672	15978840
AGAP002118	1	15978897	15980273
AGAP002116	1	15842771	15890943
AGAP002115	1	15783899	15802524
AGAP002114	1	15759226	15779255
AGAP002112	1	15753032	15754999
AGAP002120	1	16040477	16043134
AGAP002121	1	16044791	16045694
AGAP002124	1	16079938	16082010
AGAP002126	1	16085949	16087379
AGAP002128	1	16092073	16094193
AGAP002130	1	16096073	16096912
AGAP002133	1	16106718	16110009
AGAP002134	1	16220719	16222461
AGAP002131	1	16096798	16097943
AGAP002132	1	16100379	16103602
AGAP002129	1	16094308	16095471
AGAP002127	1	16088787	16091558
AGAP002125	1	16083005	16084485
AGAP002123	1	16050806	16074619
AGAP002122	1	16045963	16047238
AGAP002135	1	16291097	16323525
AGAP002136	1	16381647	16385706
AGAP002137	1	16392256	16393909
AGAP002138	1	16395816	16397481
AGAP002141	1	16402495	16405075
AGAP002144	1	16412000	16414111
AGAP002147	1	16422205	16424324
AGAP002149	1	16455157	16461790
AGAP002150	1	16468982	16489129
AGAP002146	1	16419559	16420771
AGAP002145	1	16414468	16419095
AGAP002143	1	16408789	16411592
AGAP002142	1	16405355	16408305
AGAP002140	1	16401573	16402142
AGAP002139	1	16400102	16401475
AGAP002151	1	16503423	16505895
AGAP002152	1	16511319	16522978
AGAP002155	1	16555929	16562992
AGAP002156	1	16572378	16574313
AGAP002159	1	16596910	16608275
AGAP002161	1	16611022	16635610
AGAP013436	1	16642268	16643951
AGAP013242	1	16645150	16647020
AGAP002165	1	16670768	16682537
AGAP002164	1	16662380	16663718
AGAP002163	1	16655331	16658641
AGAP002162	1	16638934	16640677
AGAP002157	1	16574588	16583302
AGAP002154	1	16542743	16553320
AGAP002153	1	16535602	16541148
AGAP002167	1	16817057	16825766
AGAP002171	1	16835162	16837841
AGAP002172	1	16857783	16889799
AGAP002173	1	16892276	16896899
AGAP002175	1	16899948	16901669
AGAP002176	1	16902953	16911547
AGAP002177	1	16912024	16913096
AGAP002174	1	16897121	16898516
AGAP002170	1	16833608	16834838
AGAP002169	1	16830893	16833289
AGAP002168	1	16825922	16827316
AGAP002166	1	16812393	16816168
AGAP002178	1	16922254	17079034
AGAP002181	1	17189404	17197354
AGAP002183	1	17202247	17204526
AGAP002184	1	17205623	17211706
AGAP002185	1	17212202	17213894
AGAP002182	1	17198459	17201323
AGAP002186	1	17219941	17315760
AGAP002189	1	17331871	17332553
AGAP002190	1	17333035	17333892
AGAP002191	1	17334179	17335132
AGAP012968	1	17344745	17345104
AGAP013151	1	17346989	17347492
AGAP013203	1	17348365	17348814
AGAP002193	1	17389963	17394645
AGAP013366	1	17397918	17402770
AGAP012995	1	17408443	17412648
AGAP013463	1	17414384	17421150
AGAP012960	1	17433989	17436100
AGAP002194	1	17464878	17477310
AGAP002196	1	17484030	17485823
AGAP002198	1	17492366	17494622
AGAP002197	1	17488976	17490483
AGAP002195	1	17478628	17482056
AGAP002192	1	17383563	17389410
AGAP002188	1	17328044	17328912
AGAP002199	1	17496293	17515225
AGAP013290	1	17512465	17514965
AGAP002202	1	17566544	17572300
AGAP002203	1	17573483	17575141
AGAP013311	1	17584690	17586555
AGAP002208	1	17594524	17596302
AGAP002209	1	17598960	17600720
AGAP002211	1	17604120	17605885
AGAP002212	1	17618864	17653542
AGAP002214	1	17670600	17674617
AGAP002216	1	17688480	17689560
AGAP002217	1	17689931	17693750
AGAP002218	1	17694406	17695523
AGAP002220	1	17703704	17704495
AGAP002222	1	17706765	17709059
AGAP002224	1	17723896	17731996
AGAP002223	1	17709315	17713348
AGAP002221	1	17704454	17706258
AGAP002219	1	17699429	17702648
AGAP002215	1	17674757	17687612
AGAP002210	1	17601493	17603299
AGAP002207	1	17589571	17591529
AGAP002206	1	17586276	17588086
AGAP002205	1	17577495	17580929
AGAP002204	1	17575015	17576743
AGAP002200	1	17556634	17564558
AGAP001234	1	1750144	1757210
AGAP001236	1	1770522	1772729
AGAP001238	1	1779496	1815088
AGAP001240	1	1882633	1884715
AGAP001241	1	1905684	1906697
AGAP013332	1	1934306	1938456
AGAP001242	1	1970271	1973082
AGAP001582	1	1982566	1986438
AGAP001243	1	1988251	1990704
AGAP001239	1	1840884	1864559
AGAP001237	1	1772749	1773959
AGAP001235	1	1757771	1764254
AGAP002226	1	17736711	17780265
AGAP002228	1	17790877	17793760
AGAP002229	1	17802398	17816166
AGAP002231	1	17829161	17831842
AGAP012965	1	17922001	17939898
AGAP002233	1	17945237	17959129
AGAP002234	1	17965500	17968545
AGAP002232	1	17848477	17862626
AGAP002227	1	17787347	17788652
AGAP002235	1	17971008	18005899
AGAP002239	1	18058292	18060441
AGAP002242	1	18065547	18069173
AGAP002243	1	18069659	18082914
AGAP002246	1	18085098	18091819
AGAP002248	1	18094180	18096550
AGAP002252	1	18201189	18208745
AGAP002254	1	18223833	18224551
AGAP002255	1	18224487	18225463
AGAP002256	1	18226174	18227063
AGAP002258	1	18230838	18233631
AGAP002257	1	18229188	18230485
AGAP002253	1	18209542	18223547
AGAP002251	1	18195396	18198939
AGAP002250	1	18103826	18178600
AGAP002247	1	18092217	18093639
AGAP002245	1	18083013	18084012
AGAP002244	1	18071354	18072084
AGAP002241	1	18061979	18063757
AGAP002240	1	18061032	18061821
AGAP002238	1	18034551	18047871
AGAP002236	1	18013546	18016772
AGAP002260	1	18255319	18257364
AGAP002266	1	18378164	18382530
AGAP002269	1	18396864	18398413
AGAP002270	1	18407724	18410963
AGAP002268	1	18384422	18395773
AGAP002265	1	18375536	18378087
AGAP002264	1	18359321	18370654
AGAP002263	1	18343910	18357222
AGAP002262	1	18298863	18307591
AGAP002261	1	18263195	18272647
AGAP002259	1	18253438	18254934
AGAP002274	1	18460387	18507336
AGAP002272	1	18416769	18456860
AGAP002273	1	18462666	18488471
AGAP002277	1	18513323	18514158
AGAP002278	1	18515171	18519919
AGAP002279	1	18533396	18535271
AGAP002281	1	18539949	18546121
AGAP002284	1	18575300	18579274
AGAP002285	1	18579900	18585061
AGAP002287	1	18586446	18590819
AGAP002290	1	18634307	18638882
AGAP002295	1	18685668	18687944
AGAP002293	1	18673964	18683569
AGAP002297	1	18732501	18733496
AGAP002296	1	18701954	18719082
AGAP002294	1	18683699	18685240
AGAP002292	1	18669861	18670893
AGAP002291	1	18640200	18660570
AGAP002289	1	18630257	18632605
AGAP002288	1	18593418	18610386
AGAP002286	1	18584947	18586209
AGAP002283	1	18573001	18574525
AGAP002282	1	18547710	18549723
AGAP002280	1	18536707	18538331
AGAP013515	1	18513997	18514772
AGAP002276	1	18511125	18513038
AGAP002490	1	21969237	21973289
AGAP002298	1	18774092	18774823
AGAP013171	1	18924262	18926810
AGAP002299	1	19024382	19026375
AGAP002300	1	19027548	19040586
AGAP013395	1	19034459	19035860
AGAP002303	1	19043974	19052486
AGAP002304	1	19047898	19049612
AGAP002306	1	19054063	19056302
AGAP002307	1	19057692	19058903
AGAP002309	1	19060612	19073357
AGAP002313	1	19227606	19229860
AGAP000556	6	9893768	9894079
AGAP002314	1	19229445	19230679
AGAP002312	1	19225564	19227118
AGAP002310	1	19074789	19135191
AGAP002308	1	19059011	19060311
AGAP002305	1	19052891	19053747
AGAP002302	1	19040585	19041837
AGAP002301	1	19036150	19036689
AGAP002316	1	19235646	19265831
AGAP002317	1	19444357	19446105
AGAP002318	1	19449770	19451260
AGAP002817	1	27950941	27973142
AGAP002320	1	19483679	19484648
AGAP002321	1	19518880	19532204
AGAP002322	1	19538683	19541190
AGAP002324	1	19567983	19574991
AGAP002326	1	19723884	19724691
AGAP002325	1	19610696	19658751
AGAP002323	1	19547045	19553216
AGAP012947	1	19890611	19892029
AGAP002328	1	19896041	19897138
AGAP013459	1	19915255	19916259
AGAP013245	1	19916950	19917597
AGAP002332	1	19974032	19974823
AGAP002334	1	19977776	19994401
AGAP002333	1	19974751	19975789
AGAP002331	1	19954166	19956783
AGAP002330	1	19952102	19952729
AGAP002329	1	19947532	19951883
AGAP013359	1	19949335	19950027
AGAP013453	1	19945134	19946693
AGAP002327	1	19895009	19898969
AGAP001096	1	6577	7851
AGAP013094	1	13754	15149
AGAP001097	1	18554	19549
AGAP001098	1	20368	21901
AGAP001102	1	66265	72695
AGAP001104	1	81095	84532
AGAP001106	1	223733	227671
AGAP001103	1	74260	75980
AGAP001101	1	55572	60067
AGAP001100	1	36343	45594
AGAP001099	1	21882	31394
AGAP002336	1	20216981	20220319
AGAP002335	1	20003872	20007544
AGAP001246	1	2031648	2032691
AGAP001249	1	2037107	2038136
AGAP001250	1	2038458	2039707
AGAP001255	1	2046107	2053275
AGAP001259	1	2082467	2084221
AGAP001261	1	2089321	2091433
AGAP013443	1	2091916	2093494
AGAP013078	1	2094039	2095241
AGAP001264	1	2095727	2097478
AGAP001267	1	2125310	2132140
AGAP001269	1	2140536	2145097
AGAP001271	1	2148670	2158897
AGAP001273	1	2176280	2180464
AGAP001274	1	2185354	2186002
AGAP001276	1	2187230	2188894
AGAP001278	1	2195493	2197228
AGAP013159	1	2206679	2207523
AGAP001279	1	2217740	2222956
AGAP001277	1	2189194	2190072
AGAP001275	1	2186061	2186808
AGAP001272	1	2161807	2167475
AGAP001270	1	2146078	2147348
AGAP001268	1	2132454	2133880
AGAP001265	1	2101260	2106211
AGAP001258	1	2066367	2067177
AGAP013220	1	2065249	2066185
AGAP001257	1	2059771	2065317
AGAP001256	1	2053330	2059076
AGAP001253	1	2043489	2044772
AGAP001252	1	2041741	2042734
AGAP001251	1	2040018	2041312
AGAP001248	1	2034986	2035967
AGAP001247	1	2033356	2034363
AGAP001245	1	2029478	2030464
AGAP001244	1	2026789	2027870
AGAP002338	1	20277667	20278503
AGAP002340	1	20284397	20288304
AGAP002344	1	20487928	20492035
AGAP002342	1	20376396	20387809
AGAP002341	1	20288825	20290349
AGAP002339	1	20278838	20279921
AGAP002337	1	20274998	20277322
AGAP002345	1	20500138	20502586
AGAP002349	1	20508179	20510102
AGAP002350	1	20517932	20530180
AGAP002352	1	20538788	20546515
AGAP002353	1	20547215	20548780
AGAP002354	1	20571876	20577183
AGAP002355	1	20583976	20591576
AGAP002357	1	20595150	20596781
AGAP002359	1	20604485	20608709
AGAP013402	1	20614585	20615699
AGAP002360	1	20617383	20618411
AGAP002366	1	20672967	20677672
AGAP002369	1	20736414	20738177
AGAP002367	1	20684469	20687088
AGAP013375	1	20657806	20658645
AGAP002365	1	20650893	20653223
AGAP002364	1	20646222	20650102
AGAP002363	1	20644572	20646085
AGAP002362	1	20643276	20644364
AGAP013174	1	20642978	20643918
AGAP002361	1	20620164	20636209
AGAP002358	1	20597739	20600249
AGAP002356	1	20592831	20594830
AGAP002351	1	20530881	20537832
AGAP002348	1	20506394	20507830
AGAP002347	1	20503869	20505783
AGAP002346	1	20502709	20503435
AGAP002370	1	20754759	20758354
AGAP002378	1	20815983	20817794
AGAP002382	1	20833274	20862118
AGAP002381	1	20866390	20869552
AGAP002387	1	20878224	20880447
AGAP002389	1	20881152	20881860
AGAP002390	1	20883327	20886049
AGAP002391	1	20888558	20898575
AGAP002392	1	20900072	20901310
AGAP002394	1	20902807	20904462
AGAP002396	1	20906137	20909870
AGAP002397	1	20913332	20915653
AGAP013414	1	20916795	20920399
AGAP002398	1	20924106	20925044
AGAP013481	1	20929602	20946193
AGAP002399	1	20946288	20949539
AGAP013137	1	20950475	20951200
AGAP002401	1	20955633	20957882
AGAP002403	1	20966774	20968437
AGAP002404	1	20970024	20973127
AGAP002406	1	20974838	20975905
AGAP002408	1	20976895	20978276
AGAP002372	1	20776828	20785488
AGAP002386	1	20872914	20877180
AGAP002385	1	20871484	20872178
AGAP002384	1	20869591	20871377
AGAP002383	1	20864135	20866090
AGAP002379	1	20818085	20844958
AGAP002377	1	20804723	20812644
AGAP013161	1	20797580	20802621
AGAP002376	1	20795402	20797041
AGAP002375	1	20794114	20794866
AGAP002374	1	20789812	20793640
AGAP002371	1	20761175	20770172
AGAP002388	1	20880469	20882947
AGAP002393	1	20901504	20902732
AGAP002395	1	20904484	20905565
AGAP013405	1	20951244	20952908
AGAP002400	1	20953620	20955114
AGAP002402	1	20960261	20961211
AGAP002405	1	20973233	20974140
AGAP002407	1	20975933	20976550
AGAP002409	1	20978294	20979782
AGAP002411	1	20980896	21020204
AGAP002413	1	21022307	21031277
AGAP002415	1	21045662	21047271
AGAP002416	1	21047645	21049457
AGAP002418	1	21054655	21057484
AGAP012957	1	21058285	21060905
AGAP013241	1	21061611	21063654
AGAP002419	1	21065272	21067725
AGAP002420	1	21070040	21071555
AGAP002423	1	21086838	21088551
AGAP002424	1	21135939	21203685
AGAP002425	1	21205238	21207556
AGAP002427	1	21209294	21224334
AGAP002429	1	21226460	21228741
AGAP002428	1	21210652	21220711
AGAP002426	1	21207617	21208856
AGAP002422	1	21083023	21084584
AGAP002421	1	21072562	21077555
AGAP002417	1	21049463	21051719
AGAP002414	1	21032955	21045056
AGAP002412	1	21020810	21021993
AGAP002430	1	21260057	21261659
AGAP002434	1	21353080	21375362
AGAP002444	1	21477474	21489405
AGAP002439	1	21421576	21422028
AGAP002431	1	21309978	21325380
AGAP002432	1	21336793	21337749
AGAP013182	1	21343359	21344048
AGAP002433	1	21350389	21352590
AGAP002435	1	21353540	21354223
AGAP002436	1	21377985	21379909
AGAP002437	1	21381905	21383668
AGAP002438	1	21390291	21415159
AGAP002440	1	21424814	21429766
AGAP002441	1	21430613	21434861
AGAP002442	1	21444856	21446093
AGAP002443	1	21458418	21468816
AGAP002449	1	21520244	21530048
AGAP013339	1	21549427	21550044
AGAP002453	1	21558960	21561069
AGAP002455	1	21562869	21563906
AGAP002460	1	21674481	21675692
AGAP002461	1	21727428	21729313
AGAP013297	1	21634430	21635740
AGAP002459	1	21603585	21606936
AGAP013018	1	21598626	21600572
AGAP002458	1	21595989	21598094
AGAP002457	1	21584335	21587320
AGAP013166	1	21582376	21583879
AGAP013120	1	21578831	21580283
AGAP013496	1	21576775	21578276
AGAP013260	1	21573458	21575079
AGAP002456	1	21565035	21572465
AGAP002454	1	21561263	21562598
AGAP002489	1	21967027	21968685
AGAP002448	1	21523963	21524437
AGAP002447	1	21523256	21523658
AGAP012970	1	21518839	21519156
AGAP002445	1	21511763	21512161
AGAP002446	1	21515255	21515776
AGAP002462	1	21814022	21815246
AGAP002463	1	21817458	21821369
AGAP002465	1	21825402	21827293
AGAP002466	1	21828303	21829656
AGAP002467	1	21830960	21833199
AGAP013273	1	21830588	21830896
AGAP002468	1	21835953	21836716
AGAP002469	1	21839444	21842815
AGAP002471	1	21845638	21846268
AGAP002472	1	21846490	21850734
AGAP002464	1	21823645	21825022
AGAP013320	1	21836748	21838155
AGAP002470	1	21844846	21845340
AGAP002495	1	22010753	22012608
AGAP002496	1	22012891	22013624
AGAP002501	1	22050381	22053158
AGAP002506	1	22094643	22110151
AGAP002507	1	22112400	22114363
AGAP002509	1	22129049	22133349
AGAP002512	1	22169828	22170782
AGAP002514	1	22175893	22177036
AGAP002515	1	22177211	22178562
AGAP002517	1	22183278	22184548
AGAP002505	1	22070155	22090671
AGAP002504	1	22066592	22069024
AGAP002503	1	22051162	22066256
AGAP002502	1	22055523	22063775
AGAP002500	1	22049520	22050219
AGAP002499	1	22045705	22048873
AGAP002498	1	22042257	22045491
AGAP002497	1	22014945	22018620
AGAP002494	1	22006351	22008336
AGAP002508	1	22123544	22127039
AGAP002511	1	22134638	22143589
AGAP002510	1	22138179	22139972
AGAP002513	1	22172281	22175751
AGAP002516	1	22179222	22182465
AGAP002518	1	22184936	22193619
AGAP002519	1	22204377	22206308
AGAP002520	1	22321323	22322311
AGAP002522	1	22323584	22325386
AGAP002525	1	22360892	22363476
AGAP002527	1	22364288	22371320
AGAP002528	1	22372972	22373483
AGAP002529	1	22425490	22437464
AGAP002531	1	22443858	22445411
AGAP002533	1	22447068	22448742
AGAP002535	1	22451973	22453367
AGAP002539	1	22475735	22479364
AGAP002541	1	22481025	22482829
AGAP002540	1	22498678	22499919
AGAP002538	1	22473440	22474834
AGAP002536	1	22454912	22472465
AGAP002537	1	22463345	22463641
AGAP002534	1	22450265	22451618
AGAP002532	1	22445507	22446684
AGAP002530	1	22441885	22443241
AGAP002526	1	22363492	22363828
AGAP002524	1	22353696	22354918
AGAP002523	1	22342137	22352687
AGAP013013	1	22340983	22341716
AGAP013234	1	22326623	22328161
AGAP002521	1	22322243	22323397
AGAP002542	1	22518746	22519927
AGAP002543	1	22553232	22554273
AGAP002544	1	22587211	22660168
AGAP002546	1	22664525	22665716
AGAP002549	1	22672709	22675715
AGAP002550	1	22698065	22699065
AGAP002552	1	22718447	22723370
AGAP002551	1	22702149	22704094
AGAP002548	1	22666609	22671980
AGAP002547	1	22665657	22666443
AGAP001280	1	2263694	2269072
AGAP001281	1	2268140	2274752
AGAP001283	1	2276105	2279562
AGAP001284	1	2280076	2281706
AGAP012950	1	2466313	2468758
AGAP001286	1	2472438	2475513
AGAP001287	1	2476050	2498876
AGAP001285	1	2470907	2472085
AGAP002553	1	22774444	22776503
AGAP002555	1	22785584	22787760
AGAP013111	1	22796149	22796539
AGAP002563	1	22870786	22871836
AGAP002564	1	22874863	22892403
AGAP002566	1	22968003	22970561
AGAP002567	1	22993406	22997891
AGAP002560	1	22849252	22858650
AGAP002559	1	22829180	22838504
AGAP002558	1	22823983	22825656
AGAP002557	1	22796675	22816458
AGAP013222	1	22793963	22794362
AGAP002556	1	22787889	22792798
AGAP002554	1	22780368	22782949
AGAP002568	1	22999014	23000671
AGAP002569	1	23000992	23003522
AGAP002571	1	23005557	23007902
AGAP002573	1	23016855	23092994
AGAP002578	1	23163895	23198838
AGAP002577	1	23132008	23146452
AGAP002576	1	23114859	23126509
AGAP002575	1	23096751	23107410
AGAP002572	1	23075482	23077568
AGAP002570	1	23003440	23005305
AGAP013206	1	23262183	23264345
AGAP002579	1	23266440	23272082
AGAP002582	1	23278594	23279723
AGAP002585	1	23282878	23290569
AGAP002583	1	23280868	23282316
AGAP002589	1	23411485	23412341
AGAP002580	1	23272473	23275129
AGAP002581	1	23275989	23278271
AGAP002586	1	23292023	23296228
AGAP002587	1	23306923	23309356
AGAP002588	1	23314050	23314901
AGAP002591	1	23569476	23656656
AGAP002592	1	23674824	23677382
AGAP013318	1	23665044	23665873
AGAP013229	1	23672936	23673764
AGAP002593	1	23677600	23678609
AGAP002594	1	23681002	23682727
AGAP002596	1	23723071	23724325
AGAP013451	1	23669361	23670068
AGAP002595	1	23695505	23696886
AGAP013190	1	23757468	23766169
AGAP002598	1	23777702	23779447
AGAP002600	1	23784014	23785836
AGAP002601	1	23818836	23820416
AGAP002602	1	23823922	23825471
AGAP002603	1	23826316	23830836
AGAP012994	1	23827848	23828853
AGAP002605	1	23831914	23835963
AGAP002607	1	23836783	23841399
AGAP013336	1	23845513	23846011
AGAP002609	1	23847727	23849797
AGAP002608	1	23841728	23843238
AGAP002606	1	23835373	23836583
AGAP013156	1	23833514	23834366
AGAP002604	1	23830883	23831679
AGAP013296	1	23825464	23827161
AGAP002599	1	23779841	23783717
AGAP002597	1	23769059	23776505
AGAP002488	1	21962023	21965934
AGAP002610	1	24041704	24057080
AGAP002616	1	24231454	24233965
AGAP002617	1	24239416	24240831
AGAP002613	1	24143091	24143991
AGAP002614	1	24163045	24168560
AGAP013074	1	24170690	24173398
AGAP012958	1	24179502	24199792
AGAP002615	1	24202829	24203754
AGAP002618	1	24241145	24244933
AGAP002619	1	24245948	24250172
AGAP002620	1	24261709	24262499
AGAP002621	1	24265079	24266446
AGAP002622	1	24272836	24276543
AGAP013538	1	24278593	24285872
AGAP002624	1	24299584	24301931
AGAP002625	1	24304518	24307559
AGAP002626	1	24326828	24328465
AGAP002623	1	24289520	24295428
AGAP013226	1	24315093	24324822
AGAP002627	1	24328431	24329612
AGAP002628	1	24496842	24528705
AGAP002629	1	24564879	24567474
AGAP002631	1	24621991	24622170
AGAP002633	1	24694665	24698605
AGAP002632	1	24622462	24622880
AGAP002630	1	24619825	24620932
AGAP002634	1	24773120	24781524
AGAP002635	1	24811173	24812613
AGAP002636	1	24820728	24821113
AGAP002637	1	24821628	24821897
AGAP002638	1	24844985	24847793
AGAP002639	1	24850239	24851846
AGAP002640	1	24857474	24859095
AGAP002642	1	24891704	24894264
AGAP002644	1	24919689	24940588
AGAP013264	1	24948720	24949426
AGAP013050	1	24949912	24950590
AGAP013113	1	24950967	24951681
AGAP013369	1	24953935	24954646
AGAP013448	1	24955085	24955774
AGAP002646	1	24959689	24961156
AGAP002647	1	24961740	24973933
AGAP002645	1	24944159	24959244
AGAP002641	1	24889907	24890303
AGAP013316	1	24888935	24889563
AGAP013247	1	24887231	24887946
AGAP013484	1	24881361	24882076
AGAP013110	1	24877895	24878576
AGAP013353	1	24876664	24877349
AGAP013322	1	24875495	24876175
AGAP013225	1	24872733	24873411
AGAP013456	1	24871016	24871694
AGAP013086	1	24869480	24870154
AGAP013517	1	24867791	24868460
AGAP013045	1	24822272	24822694
AGAP002643	1	24908246	24909052
